Class Time;Attendance Status;Stress Level (GSR);Sleep Hours;Anxiety Level;Mood Score;Risk Level;pre1;pre2;pre3;pre4;pre5;pre6;pre7;pre8;pre9;pre10;pre11;pre12;pre13;pre14;pre15
15:00:00;Present;1.48;5.5;10;3;Medium;Second year;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Below Average
20:00:00;Absent;4.37;6.9;9;5;High;Graduate student;Female;Sometimes (3-4 times a week);More than 8 hours;Every night;Poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Every day;Every day;High stress;Poor
19:00:00;Present;3.97;6.4;5;7;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Always;Rarely (1-2 times a month);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Rarely (1-2 times a week);High stress;Below Average
18:00:00;Absent;0.93;8.5;7;10;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very good;Often;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;2.72;6.5;9;1;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Often;Always;Minor impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Below Average
15:00:00;Late;0.58;6.6;10;10;Medium;Graduate student;Male;Sometimes (3-4 times a week);More than 8 hours;Rarely (1-2 times a week);Very good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Every day;Extremely high stress;Below Average
18:00:00;Late;4.18;6.6;10;8;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Severe impact;Rarely (1-2 times a week);Often (5-6 times a week);Every day;High stress;Average
17:00:00;Absent;2.26;7.6;9;3;High;Graduate student;Male;Sometimes (3-4 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Always;Major impact;Often (5-6 times a week);Every day;Every day;Low stress;Poor
18:00:00;Late;3.44;6.6;5;6;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
19:00:00;Late;1.48;5.3;3;7;Low;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Often;Always;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Below Average
19:00:00;Late;3.15;6.4;2;5;Low;Graduate student;Male;Every night;7-8 hours;Every night;Good;Often;Always;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Late;4.96;5.5;6;3;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;High stress;Average
18:00:00;Absent;1.84;6.1;2;2;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Present;3.5;8.3;1;6;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Always;Always;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Late;1.61;6.5;2;9;Low;Third year;Male;Often (5-6 times a week);6-7 hours;Every night;Good;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Every day;Extremely high stress;Poor
22:00:00;Late;1.56;8.1;8;5;Medium;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Absent;2.88;6.9;6;3;High;Graduate student;Male;Every night;7-8 hours;Sometimes (3-4 times a week);Very good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Every day;High stress;Poor
19:00:00;Late;2.75;7.8;1;2;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Always;Sometimes (1-2 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
16:00:00;Present;4.32;8;2;10;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Always;Always;Severe impact;Often (5-6 times a week);Sometimes (3-4 times a week);Every day;Extremely high stress;Poor
19:00:00;Present;4.25;5.5;8;6;High;Second year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Rarely;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Rarely (1-2 times a week);Sometimes (3-4 times a week);High stress;Below Average
18:00:00;Late;3.51;5.1;9;9;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Often;Always;Always;Major impact;Every night;Every day;Often (5-6 times a week);High stress;Below Average
19:00:00;Present;4.2;6.7;3;7;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Sometimes;Often;Rarely (1-2 times a month);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
16:00:00;Absent;4.08;7.2;4;1;High;Graduate student;Female;Sometimes (3-4 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Sometimes;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
16:00:00;Late;4.86;5.2;3;8;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Always;Rarely;Often (3-4 times a week);Major impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Below Average
17:00:00;Absent;2.78;6.1;9;1;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Sometimes (3-4 times a week);Often (5-6 times a week);High stress;Below Average
18:00:00;Late;0.76;7.6;10;6;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Poor;Often;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Every day;High stress;Below Average
18:00:00;Absent;4.99;5.9;8;6;High;Third year;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Every day;Rarely (1-2 times a week);High stress;Poor
19:00:00;Late;0.69;8.7;1;5;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Sometimes;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Present;1.72;8.1;8;4;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Often;Always;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Below Average
18:00:00;Absent;2.82;5.3;5;10;High;Graduate student;Male;Often (5-6 times a week);6-7 hours;Often (5-6 times a week);Very poor;Often;Always;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Late;3.13;6.3;5;4;Low;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
20:00:00;Absent;0.75;8.7;10;9;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Good;Always;Always;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Low stress;Below Average
18:00:00;Late;1.03;6.1;3;9;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Sometimes;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
20:00:00;Absent;3.19;6;9;3;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Every day;Extremely high stress;Poor
19:00:00;Present;1.99;7.5;5;6;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
17:00:00;Late;1.29;7.2;10;7;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Poor
16:00:00;Present;2.58;6.1;5;4;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
16:00:00;Late;1.43;8.4;2;5;Low;Graduate student;Male;Every night;More than 8 hours;Every night;Very poor;Often;Often;Rarely (1-2 times a month);Minor impact;Every night;Every day;Every day;Extremely high stress;Poor
16:00:00;Present;4.8;7;9;1;High;Third year;Female;Every night;7-8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Present;2.99;8.1;2;3;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Sometimes (3-4 times a week);Very poor;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
19:00:00;Late;2.21;6;7;2;Medium;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Every night;Average;Sometimes;Always;Always;Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Below Average
17:00:00;Absent;3.11;7.1;1;5;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Every night;Good;Often;Always;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Late;2.48;6;5;4;Low;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Minor impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
20:00:00;Late;4.5;5.9;3;10;High;Third year;Male;Every night;More than 8 hours;Every night;Very good;Sometimes;Sometimes;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
21:00:00;Late;2.86;8.3;4;7;Low;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Always;Sometimes;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
21:00:00;Absent;4.73;5.8;10;6;High;Third year;Female;Sometimes (3-4 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Sometimes;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
19:00:00;Late;2.13;7.8;7;8;Low;Graduate student;Female;Every night;More than 8 hours;Every night;Poor;Always;Often;Always;Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Present;3.48;6.5;2;8;Low;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Always;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
21:00:00;Late;2.05;6.1;9;9;Medium;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Always;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
19:00:00;Late;4.24;7.6;4;2;High;Third year;Female;Every night;More than 8 hours;Every night;Good;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Below Average
17:00:00;Absent;4.09;8.2;6;9;High;Graduate student;Male;Never;7-8 hours;Every night;Good;Often;Often;Rarely (1-2 times a month);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Absent;3.89;6.8;9;10;High;Graduate student;Male;Every night;More than 8 hours;Every night;Very good;Often;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Below Average
19:00:00;Late;4.92;7.9;4;10;High;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Poor;Sometimes;Always;Often (3-4 times a week);Major impact;Every night;Sometimes (3-4 times a week);Every day;Extremely high stress;Poor
19:00:00;Absent;1.71;8.3;8;3;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Major impact;Every night;Sometimes (3-4 times a week);Sometimes (3-4 times a week);High stress;Poor
17:00:00;Present;2.75;7.2;6;4;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Often;Sometimes;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Average
18:00:00;Late;2.78;8.2;6;2;Medium;First year;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);High stress;Good
19:00:00;Late;4.97;8;2;10;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Sometimes;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
19:00:00;Present;3.84;7.5;8;9;High;Third year;Male;Every night;More than 8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Late;2;7.1;10;10;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;High stress;Poor
16:00:00;Absent;3.61;7.9;3;2;High;Third year;Female;Often (5-6 times a week);7-8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
20:00:00;Present;2.25;8.1;3;9;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
17:00:00;Present;4.43;8.3;9;8;High;Graduate student;Male;Every night;7-8 hours;Sometimes (3-4 times a week);Very poor;Always;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
21:00:00;Present;2.74;8.3;9;6;Medium;Graduate student;Male;Every night;7-8 hours;Every night;Good;Often;Often;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Rarely (1-2 times a week);Every day;Low stress;Below Average
22:00:00;Absent;2.67;6.8;6;4;High;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Poor;Often;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
